email_address,first_name,last_name,course_id,grade,marks
student56@mycsu.edu,First56,Last56,DATA200,A,76
student57@mycsu.edu,First57,Last57,DATA200,A,77
student58@mycsu.edu,First58,Last58,DATA200,A,78
student59@mycsu.edu,First59,Last59,DATA200,A,79
student60@mycsu.edu,First60,Last60,DATA200,A,80
student61@mycsu.edu,First61,Last61,DATA200,A,81
student62@mycsu.edu,First62,Last62,DATA200,A,82
student63@mycsu.edu,First63,Last63,DATA200,A,83
student64@mycsu.edu,First64,Last64,DATA200,A,84
student65@mycsu.edu,First65,Last65,DATA200,A,85
student66@mycsu.edu,First66,Last66,DATA200,A,86
student67@mycsu.edu,First67,Last67,DATA200,A,87
student68@mycsu.edu,First68,Last68,DATA200,A,88
student69@mycsu.edu,First69,Last69,DATA200,A,89
student70@mycsu.edu,First70,Last70,DATA200,A,90
student71@mycsu.edu,First71,Last71,DATA200,A,91
student72@mycsu.edu,First72,Last72,DATA200,A,92
student73@mycsu.edu,First73,Last73,DATA200,A,93
student74@mycsu.edu,First74,Last74,DATA200,A,94
student75@mycsu.edu,First75,Last75,DATA200,A,95
student76@mycsu.edu,First76,Last76,DATA200,A,96
student77@mycsu.edu,First77,Last77,DATA200,A,97
student78@mycsu.edu,First78,Last78,DATA200,A,98
student79@mycsu.edu,First79,Last79,DATA200,A,99
student80@mycsu.edu,First80,Last80,DATA200,A,60
student81@mycsu.edu,First81,Last81,DATA200,A,61
student82@mycsu.edu,First82,Last82,DATA200,A,62
student83@mycsu.edu,First83,Last83,DATA200,A,63
student84@mycsu.edu,First84,Last84,DATA200,A,64
student85@mycsu.edu,First85,Last85,DATA200,A,65
student86@mycsu.edu,First86,Last86,DATA200,A,66
student87@mycsu.edu,First87,Last87,DATA200,A,67
student88@mycsu.edu,First88,Last88,DATA200,A,68
student89@mycsu.edu,First89,Last89,DATA200,A,69
student90@mycsu.edu,First90,Last90,DATA200,A,70
student91@mycsu.edu,First91,Last91,DATA200,A,71
student92@mycsu.edu,First92,Last92,DATA200,A,72
student93@mycsu.edu,First93,Last93,DATA200,A,73
student94@mycsu.edu,First94,Last94,DATA200,A,74
student95@mycsu.edu,First95,Last95,DATA200,A,75
student96@mycsu.edu,First96,Last96,DATA200,A,76
student97@mycsu.edu,First97,Last97,DATA200,A,77
student98@mycsu.edu,First98,Last98,DATA200,A,78
student99@mycsu.edu,First99,Last99,DATA200,A,79
student100@mycsu.edu,First100,Last100,DATA200,A,80
student101@mycsu.edu,First101,Last101,DATA200,A,81
student102@mycsu.edu,First102,Last102,DATA200,A,82
student103@mycsu.edu,First103,Last103,DATA200,A,83
student104@mycsu.edu,First104,Last104,DATA200,A,84
student105@mycsu.edu,First105,Last105,DATA200,A,85
student106@mycsu.edu,First106,Last106,DATA200,A,86
student107@mycsu.edu,First107,Last107,DATA200,A,87
student108@mycsu.edu,First108,Last108,DATA200,A,88
student109@mycsu.edu,First109,Last109,DATA200,A,89
student110@mycsu.edu,First110,Last110,DATA200,A,90
student111@mycsu.edu,First111,Last111,DATA200,A,91
student112@mycsu.edu,First112,Last112,DATA200,A,92
student113@mycsu.edu,First113,Last113,DATA200,A,93
student114@mycsu.edu,First114,Last114,DATA200,A,94
student115@mycsu.edu,First115,Last115,DATA200,A,95
student116@mycsu.edu,First116,Last116,DATA200,A,96
student117@mycsu.edu,First117,Last117,DATA200,A,97
student118@mycsu.edu,First118,Last118,DATA200,A,98
student119@mycsu.edu,First119,Last119,DATA200,A,99
student120@mycsu.edu,First120,Last120,DATA200,A,60
student121@mycsu.edu,First121,Last121,DATA200,A,61
student122@mycsu.edu,First122,Last122,DATA200,A,62
student123@mycsu.edu,First123,Last123,DATA200,A,63
student124@mycsu.edu,First124,Last124,DATA200,A,64
student125@mycsu.edu,First125,Last125,DATA200,A,65
student126@mycsu.edu,First126,Last126,DATA200,A,66
student127@mycsu.edu,First127,Last127,DATA200,A,67
student128@mycsu.edu,First128,Last128,DATA200,A,68
student129@mycsu.edu,First129,Last129,DATA200,A,69
student130@mycsu.edu,First130,Last130,DATA200,A,70
student131@mycsu.edu,First131,Last131,DATA200,A,71
student132@mycsu.edu,First132,Last132,DATA200,A,72
student133@mycsu.edu,First133,Last133,DATA200,A,73
student134@mycsu.edu,First134,Last134,DATA200,A,74
student135@mycsu.edu,First135,Last135,DATA200,A,75
student136@mycsu.edu,First136,Last136,DATA200,A,76
student137@mycsu.edu,First137,Last137,DATA200,A,77
student138@mycsu.edu,First138,Last138,DATA200,A,78
student139@mycsu.edu,First139,Last139,DATA200,A,79
student140@mycsu.edu,First140,Last140,DATA200,A,80
student141@mycsu.edu,First141,Last141,DATA200,A,81
student142@mycsu.edu,First142,Last142,DATA200,A,82
student143@mycsu.edu,First143,Last143,DATA200,A,83
student144@mycsu.edu,First144,Last144,DATA200,A,84
student145@mycsu.edu,First145,Last145,DATA200,A,85
student146@mycsu.edu,First146,Last146,DATA200,A,86
student147@mycsu.edu,First147,Last147,DATA200,A,87
student148@mycsu.edu,First148,Last148,DATA200,A,88
student149@mycsu.edu,First149,Last149,DATA200,A,89
student150@mycsu.edu,First150,Last150,DATA200,A,90
student151@mycsu.edu,First151,Last151,DATA200,A,91
student152@mycsu.edu,First152,Last152,DATA200,A,92
student153@mycsu.edu,First153,Last153,DATA200,A,93
student154@mycsu.edu,First154,Last154,DATA200,A,94
student155@mycsu.edu,First155,Last155,DATA200,A,95
student156@mycsu.edu,First156,Last156,DATA200,A,96
student157@mycsu.edu,First157,Last157,DATA200,A,97
student158@mycsu.edu,First158,Last158,DATA200,A,98
student159@mycsu.edu,First159,Last159,DATA200,A,99
student160@mycsu.edu,First160,Last160,DATA200,A,60
student161@mycsu.edu,First161,Last161,DATA200,A,61
student162@mycsu.edu,First162,Last162,DATA200,A,62
student163@mycsu.edu,First163,Last163,DATA200,A,63
student164@mycsu.edu,First164,Last164,DATA200,A,64
student165@mycsu.edu,First165,Last165,DATA200,A,65
student166@mycsu.edu,First166,Last166,DATA200,A,66
student167@mycsu.edu,First167,Last167,DATA200,A,67
student168@mycsu.edu,First168,Last168,DATA200,A,68
student169@mycsu.edu,First169,Last169,DATA200,A,69
student170@mycsu.edu,First170,Last170,DATA200,A,70
student171@mycsu.edu,First171,Last171,DATA200,A,71
student172@mycsu.edu,First172,Last172,DATA200,A,72
student173@mycsu.edu,First173,Last173,DATA200,A,73
student174@mycsu.edu,First174,Last174,DATA200,A,74
student175@mycsu.edu,First175,Last175,DATA200,A,75
student176@mycsu.edu,First176,Last176,DATA200,A,76
student177@mycsu.edu,First177,Last177,DATA200,A,77
student178@mycsu.edu,First178,Last178,DATA200,A,78
student179@mycsu.edu,First179,Last179,DATA200,A,79
student180@mycsu.edu,First180,Last180,DATA200,A,80
student181@mycsu.edu,First181,Last181,DATA200,A,81
student182@mycsu.edu,First182,Last182,DATA200,A,82
student183@mycsu.edu,First183,Last183,DATA200,A,83
student184@mycsu.edu,First184,Last184,DATA200,A,84
student185@mycsu.edu,First185,Last185,DATA200,A,85
student186@mycsu.edu,First186,Last186,DATA200,A,86
student187@mycsu.edu,First187,Last187,DATA200,A,87
student188@mycsu.edu,First188,Last188,DATA200,A,88
student189@mycsu.edu,First189,Last189,DATA200,A,89
student190@mycsu.edu,First190,Last190,DATA200,A,90
student191@mycsu.edu,First191,Last191,DATA200,A,91
student192@mycsu.edu,First192,Last192,DATA200,A,92
student193@mycsu.edu,First193,Last193,DATA200,A,93
student194@mycsu.edu,First194,Last194,DATA200,A,94
student195@mycsu.edu,First195,Last195,DATA200,A,95
student196@mycsu.edu,First196,Last196,DATA200,A,96
student197@mycsu.edu,First197,Last197,DATA200,A,97
student198@mycsu.edu,First198,Last198,DATA200,A,98
student199@mycsu.edu,First199,Last199,DATA200,A,99
student200@mycsu.edu,First200,Last200,DATA200,A,60
student201@mycsu.edu,First201,Last201,DATA200,A,61
student202@mycsu.edu,First202,Last202,DATA200,A,62
student203@mycsu.edu,First203,Last203,DATA200,A,63
student204@mycsu.edu,First204,Last204,DATA200,A,64
student205@mycsu.edu,First205,Last205,DATA200,A,65
student206@mycsu.edu,First206,Last206,DATA200,A,66
student207@mycsu.edu,First207,Last207,DATA200,A,67
student208@mycsu.edu,First208,Last208,DATA200,A,68
student209@mycsu.edu,First209,Last209,DATA200,A,69
student210@mycsu.edu,First210,Last210,DATA200,A,70
student211@mycsu.edu,First211,Last211,DATA200,A,71
student212@mycsu.edu,First212,Last212,DATA200,A,72
student213@mycsu.edu,First213,Last213,DATA200,A,73
student214@mycsu.edu,First214,Last214,DATA200,A,74
student215@mycsu.edu,First215,Last215,DATA200,A,75
student216@mycsu.edu,First216,Last216,DATA200,A,76
student217@mycsu.edu,First217,Last217,DATA200,A,77
student218@mycsu.edu,First218,Last218,DATA200,A,78
student219@mycsu.edu,First219,Last219,DATA200,A,79
student220@mycsu.edu,First220,Last220,DATA200,A,80
student221@mycsu.edu,First221,Last221,DATA200,A,81
student222@mycsu.edu,First222,Last222,DATA200,A,82
student223@mycsu.edu,First223,Last223,DATA200,A,83
student224@mycsu.edu,First224,Last224,DATA200,A,84
student225@mycsu.edu,First225,Last225,DATA200,A,85
student226@mycsu.edu,First226,Last226,DATA200,A,86
student227@mycsu.edu,First227,Last227,DATA200,A,87
student228@mycsu.edu,First228,Last228,DATA200,A,88
student229@mycsu.edu,First229,Last229,DATA200,A,89
student230@mycsu.edu,First230,Last230,DATA200,A,90
student231@mycsu.edu,First231,Last231,DATA200,A,91
student232@mycsu.edu,First232,Last232,DATA200,A,92
student233@mycsu.edu,First233,Last233,DATA200,A,93
student234@mycsu.edu,First234,Last234,DATA200,A,94
student235@mycsu.edu,First235,Last235,DATA200,A,95
student236@mycsu.edu,First236,Last236,DATA200,A,96
student237@mycsu.edu,First237,Last237,DATA200,A,97
student238@mycsu.edu,First238,Last238,DATA200,A,98
student239@mycsu.edu,First239,Last239,DATA200,A,99
student240@mycsu.edu,First240,Last240,DATA200,A,60
student241@mycsu.edu,First241,Last241,DATA200,A,61
student242@mycsu.edu,First242,Last242,DATA200,A,62
student243@mycsu.edu,First243,Last243,DATA200,A,63
student244@mycsu.edu,First244,Last244,DATA200,A,64
student245@mycsu.edu,First245,Last245,DATA200,A,65
student246@mycsu.edu,First246,Last246,DATA200,A,66
student247@mycsu.edu,First247,Last247,DATA200,A,67
student248@mycsu.edu,First248,Last248,DATA200,A,68
student249@mycsu.edu,First249,Last249,DATA200,A,69
student250@mycsu.edu,First250,Last250,DATA200,A,70
student251@mycsu.edu,First251,Last251,DATA200,A,71
student252@mycsu.edu,First252,Last252,DATA200,A,72
student253@mycsu.edu,First253,Last253,DATA200,A,73
student254@mycsu.edu,First254,Last254,DATA200,A,74
student255@mycsu.edu,First255,Last255,DATA200,A,75
student256@mycsu.edu,First256,Last256,DATA200,A,76
student257@mycsu.edu,First257,Last257,DATA200,A,77
student258@mycsu.edu,First258,Last258,DATA200,A,78
student259@mycsu.edu,First259,Last259,DATA200,A,79
student260@mycsu.edu,First260,Last260,DATA200,A,80
student261@mycsu.edu,First261,Last261,DATA200,A,81
student262@mycsu.edu,First262,Last262,DATA200,A,82
student263@mycsu.edu,First263,Last263,DATA200,A,83
student264@mycsu.edu,First264,Last264,DATA200,A,84
student265@mycsu.edu,First265,Last265,DATA200,A,85
student266@mycsu.edu,First266,Last266,DATA200,A,86
student267@mycsu.edu,First267,Last267,DATA200,A,87
student268@mycsu.edu,First268,Last268,DATA200,A,88
student269@mycsu.edu,First269,Last269,DATA200,A,89
student270@mycsu.edu,First270,Last270,DATA200,A,90
student271@mycsu.edu,First271,Last271,DATA200,A,91
student272@mycsu.edu,First272,Last272,DATA200,A,92
student273@mycsu.edu,First273,Last273,DATA200,A,93
student274@mycsu.edu,First274,Last274,DATA200,A,94
student275@mycsu.edu,First275,Last275,DATA200,A,95
student276@mycsu.edu,First276,Last276,DATA200,A,96
student277@mycsu.edu,First277,Last277,DATA200,A,97
student278@mycsu.edu,First278,Last278,DATA200,A,98
student279@mycsu.edu,First279,Last279,DATA200,A,99
student280@mycsu.edu,First280,Last280,DATA200,A,60
student281@mycsu.edu,First281,Last281,DATA200,A,61
student282@mycsu.edu,First282,Last282,DATA200,A,62
student283@mycsu.edu,First283,Last283,DATA200,A,63
student284@mycsu.edu,First284,Last284,DATA200,A,64
student285@mycsu.edu,First285,Last285,DATA200,A,65
student286@mycsu.edu,First286,Last286,DATA200,A,66
student287@mycsu.edu,First287,Last287,DATA200,A,67
student288@mycsu.edu,First288,Last288,DATA200,A,68
student289@mycsu.edu,First289,Last289,DATA200,A,69
student290@mycsu.edu,First290,Last290,DATA200,A,70
student291@mycsu.edu,First291,Last291,DATA200,A,71
student292@mycsu.edu,First292,Last292,DATA200,A,72
student293@mycsu.edu,First293,Last293,DATA200,A,73
student294@mycsu.edu,First294,Last294,DATA200,A,74
student295@mycsu.edu,First295,Last295,DATA200,A,75
student296@mycsu.edu,First296,Last296,DATA200,A,76
student297@mycsu.edu,First297,Last297,DATA200,A,77
student298@mycsu.edu,First298,Last298,DATA200,A,78
student299@mycsu.edu,First299,Last299,DATA200,A,79
student300@mycsu.edu,First300,Last300,DATA200,A,80
student301@mycsu.edu,First301,Last301,DATA200,A,81
student302@mycsu.edu,First302,Last302,DATA200,A,82
student303@mycsu.edu,First303,Last303,DATA200,A,83
student304@mycsu.edu,First304,Last304,DATA200,A,84
student305@mycsu.edu,First305,Last305,DATA200,A,85
student306@mycsu.edu,First306,Last306,DATA200,A,86
student307@mycsu.edu,First307,Last307,DATA200,A,87
student308@mycsu.edu,First308,Last308,DATA200,A,88
student309@mycsu.edu,First309,Last309,DATA200,A,89
student310@mycsu.edu,First310,Last310,DATA200,A,90
student311@mycsu.edu,First311,Last311,DATA200,A,91
student312@mycsu.edu,First312,Last312,DATA200,A,92
student313@mycsu.edu,First313,Last313,DATA200,A,93
student314@mycsu.edu,First314,Last314,DATA200,A,94
student315@mycsu.edu,First315,Last315,DATA200,A,95
student316@mycsu.edu,First316,Last316,DATA200,A,96
student317@mycsu.edu,First317,Last317,DATA200,A,97
student318@mycsu.edu,First318,Last318,DATA200,A,98
student319@mycsu.edu,First319,Last319,DATA200,A,99
student320@mycsu.edu,First320,Last320,DATA200,A,60
student321@mycsu.edu,First321,Last321,DATA200,A,61
student322@mycsu.edu,First322,Last322,DATA200,A,62
student323@mycsu.edu,First323,Last323,DATA200,A,63
student324@mycsu.edu,First324,Last324,DATA200,A,64
student325@mycsu.edu,First325,Last325,DATA200,A,65
student326@mycsu.edu,First326,Last326,DATA200,A,66
student327@mycsu.edu,First327,Last327,DATA200,A,67
student328@mycsu.edu,First328,Last328,DATA200,A,68
student329@mycsu.edu,First329,Last329,DATA200,A,69
student330@mycsu.edu,First330,Last330,DATA200,A,70
student331@mycsu.edu,First331,Last331,DATA200,A,71
student332@mycsu.edu,First332,Last332,DATA200,A,72
student333@mycsu.edu,First333,Last333,DATA200,A,73
student334@mycsu.edu,First334,Last334,DATA200,A,74
student335@mycsu.edu,First335,Last335,DATA200,A,75
student336@mycsu.edu,First336,Last336,DATA200,A,76
student337@mycsu.edu,First337,Last337,DATA200,A,77
student338@mycsu.edu,First338,Last338,DATA200,A,78
student339@mycsu.edu,First339,Last339,DATA200,A,79
student340@mycsu.edu,First340,Last340,DATA200,A,80
student341@mycsu.edu,First341,Last341,DATA200,A,81
student342@mycsu.edu,First342,Last342,DATA200,A,82
student343@mycsu.edu,First343,Last343,DATA200,A,83
student344@mycsu.edu,First344,Last344,DATA200,A,84
student345@mycsu.edu,First345,Last345,DATA200,A,85
student346@mycsu.edu,First346,Last346,DATA200,A,86
student347@mycsu.edu,First347,Last347,DATA200,A,87
student348@mycsu.edu,First348,Last348,DATA200,A,88
student349@mycsu.edu,First349,Last349,DATA200,A,89
student350@mycsu.edu,First350,Last350,DATA200,A,90
student351@mycsu.edu,First351,Last351,DATA200,A,91
student352@mycsu.edu,First352,Last352,DATA200,A,92
student353@mycsu.edu,First353,Last353,DATA200,A,93
student354@mycsu.edu,First354,Last354,DATA200,A,94
student355@mycsu.edu,First355,Last355,DATA200,A,95
student356@mycsu.edu,First356,Last356,DATA200,A,96
student357@mycsu.edu,First357,Last357,DATA200,A,97
student358@mycsu.edu,First358,Last358,DATA200,A,98
student359@mycsu.edu,First359,Last359,DATA200,A,99
student360@mycsu.edu,First360,Last360,DATA200,A,60
student361@mycsu.edu,First361,Last361,DATA200,A,61
student362@mycsu.edu,First362,Last362,DATA200,A,62
student363@mycsu.edu,First363,Last363,DATA200,A,63
student364@mycsu.edu,First364,Last364,DATA200,A,64
student365@mycsu.edu,First365,Last365,DATA200,A,65
student366@mycsu.edu,First366,Last366,DATA200,A,66
student367@mycsu.edu,First367,Last367,DATA200,A,67
student368@mycsu.edu,First368,Last368,DATA200,A,68
student369@mycsu.edu,First369,Last369,DATA200,A,69
student370@mycsu.edu,First370,Last370,DATA200,A,70
student371@mycsu.edu,First371,Last371,DATA200,A,71
student372@mycsu.edu,First372,Last372,DATA200,A,72
student373@mycsu.edu,First373,Last373,DATA200,A,73
student374@mycsu.edu,First374,Last374,DATA200,A,74
student375@mycsu.edu,First375,Last375,DATA200,A,75
student376@mycsu.edu,First376,Last376,DATA200,A,76
student377@mycsu.edu,First377,Last377,DATA200,A,77
student378@mycsu.edu,First378,Last378,DATA200,A,78
student379@mycsu.edu,First379,Last379,DATA200,A,79
student380@mycsu.edu,First380,Last380,DATA200,A,80
student381@mycsu.edu,First381,Last381,DATA200,A,81
student382@mycsu.edu,First382,Last382,DATA200,A,82
student383@mycsu.edu,First383,Last383,DATA200,A,83
student384@mycsu.edu,First384,Last384,DATA200,A,84
student385@mycsu.edu,First385,Last385,DATA200,A,85
student386@mycsu.edu,First386,Last386,DATA200,A,86
student387@mycsu.edu,First387,Last387,DATA200,A,87
student388@mycsu.edu,First388,Last388,DATA200,A,88
student389@mycsu.edu,First389,Last389,DATA200,A,89
student390@mycsu.edu,First390,Last390,DATA200,A,90
student391@mycsu.edu,First391,Last391,DATA200,A,91
student392@mycsu.edu,First392,Last392,DATA200,A,92
student393@mycsu.edu,First393,Last393,DATA200,A,93
student394@mycsu.edu,First394,Last394,DATA200,A,94
student395@mycsu.edu,First395,Last395,DATA200,A,95
student396@mycsu.edu,First396,Last396,DATA200,A,96
student397@mycsu.edu,First397,Last397,DATA200,A,97
student398@mycsu.edu,First398,Last398,DATA200,A,98
student399@mycsu.edu,First399,Last399,DATA200,A,99
student400@mycsu.edu,First400,Last400,DATA200,A,60
student401@mycsu.edu,First401,Last401,DATA200,A,61
student402@mycsu.edu,First402,Last402,DATA200,A,62
student403@mycsu.edu,First403,Last403,DATA200,A,63
student404@mycsu.edu,First404,Last404,DATA200,A,64
student405@mycsu.edu,First405,Last405,DATA200,A,65
student406@mycsu.edu,First406,Last406,DATA200,A,66
student407@mycsu.edu,First407,Last407,DATA200,A,67
student408@mycsu.edu,First408,Last408,DATA200,A,68
student409@mycsu.edu,First409,Last409,DATA200,A,69
student410@mycsu.edu,First410,Last410,DATA200,A,70
student411@mycsu.edu,First411,Last411,DATA200,A,71
student412@mycsu.edu,First412,Last412,DATA200,A,72
student413@mycsu.edu,First413,Last413,DATA200,A,73
student414@mycsu.edu,First414,Last414,DATA200,A,74
student415@mycsu.edu,First415,Last415,DATA200,A,75
student416@mycsu.edu,First416,Last416,DATA200,A,76
student417@mycsu.edu,First417,Last417,DATA200,A,77
student418@mycsu.edu,First418,Last418,DATA200,A,78
student419@mycsu.edu,First419,Last419,DATA200,A,79
student420@mycsu.edu,First420,Last420,DATA200,A,80
student421@mycsu.edu,First421,Last421,DATA200,A,81
student422@mycsu.edu,First422,Last422,DATA200,A,82
student423@mycsu.edu,First423,Last423,DATA200,A,83
student424@mycsu.edu,First424,Last424,DATA200,A,84
student425@mycsu.edu,First425,Last425,DATA200,A,85
student426@mycsu.edu,First426,Last426,DATA200,A,86
student427@mycsu.edu,First427,Last427,DATA200,A,87
student428@mycsu.edu,First428,Last428,DATA200,A,88
student429@mycsu.edu,First429,Last429,DATA200,A,89
student430@mycsu.edu,First430,Last430,DATA200,A,90
student431@mycsu.edu,First431,Last431,DATA200,A,91
student432@mycsu.edu,First432,Last432,DATA200,A,92
student433@mycsu.edu,First433,Last433,DATA200,A,93
student434@mycsu.edu,First434,Last434,DATA200,A,94
student435@mycsu.edu,First435,Last435,DATA200,A,95
student436@mycsu.edu,First436,Last436,DATA200,A,96
student437@mycsu.edu,First437,Last437,DATA200,A,97
student438@mycsu.edu,First438,Last438,DATA200,A,98
student439@mycsu.edu,First439,Last439,DATA200,A,99
student440@mycsu.edu,First440,Last440,DATA200,A,60
student441@mycsu.edu,First441,Last441,DATA200,A,61
student442@mycsu.edu,First442,Last442,DATA200,A,62
student443@mycsu.edu,First443,Last443,DATA200,A,63
student444@mycsu.edu,First444,Last444,DATA200,A,64
student445@mycsu.edu,First445,Last445,DATA200,A,65
student446@mycsu.edu,First446,Last446,DATA200,A,66
student447@mycsu.edu,First447,Last447,DATA200,A,67
student448@mycsu.edu,First448,Last448,DATA200,A,68
student449@mycsu.edu,First449,Last449,DATA200,A,69
student450@mycsu.edu,First450,Last450,DATA200,A,70
student451@mycsu.edu,First451,Last451,DATA200,A,71
student452@mycsu.edu,First452,Last452,DATA200,A,72
student453@mycsu.edu,First453,Last453,DATA200,A,73
student454@mycsu.edu,First454,Last454,DATA200,A,74
student455@mycsu.edu,First455,Last455,DATA200,A,75
student456@mycsu.edu,First456,Last456,DATA200,A,76
student457@mycsu.edu,First457,Last457,DATA200,A,77
student458@mycsu.edu,First458,Last458,DATA200,A,78
student459@mycsu.edu,First459,Last459,DATA200,A,79
student460@mycsu.edu,First460,Last460,DATA200,A,80
student461@mycsu.edu,First461,Last461,DATA200,A,81
student462@mycsu.edu,First462,Last462,DATA200,A,82
student463@mycsu.edu,First463,Last463,DATA200,A,83
student464@mycsu.edu,First464,Last464,DATA200,A,84
student465@mycsu.edu,First465,Last465,DATA200,A,85
student466@mycsu.edu,First466,Last466,DATA200,A,86
student467@mycsu.edu,First467,Last467,DATA200,A,87
student468@mycsu.edu,First468,Last468,DATA200,A,88
student469@mycsu.edu,First469,Last469,DATA200,A,89
student470@mycsu.edu,First470,Last470,DATA200,A,90
student471@mycsu.edu,First471,Last471,DATA200,A,91
student472@mycsu.edu,First472,Last472,DATA200,A,92
student473@mycsu.edu,First473,Last473,DATA200,A,93
student474@mycsu.edu,First474,Last474,DATA200,A,94
student475@mycsu.edu,First475,Last475,DATA200,A,95
student476@mycsu.edu,First476,Last476,DATA200,A,96
student477@mycsu.edu,First477,Last477,DATA200,A,97
student478@mycsu.edu,First478,Last478,DATA200,A,98
student479@mycsu.edu,First479,Last479,DATA200,A,99
student480@mycsu.edu,First480,Last480,DATA200,A,60
student481@mycsu.edu,First481,Last481,DATA200,A,61
student482@mycsu.edu,First482,Last482,DATA200,A,62
student483@mycsu.edu,First483,Last483,DATA200,A,63
student484@mycsu.edu,First484,Last484,DATA200,A,64
student485@mycsu.edu,First485,Last485,DATA200,A,65
student486@mycsu.edu,First486,Last486,DATA200,A,66
student487@mycsu.edu,First487,Last487,DATA200,A,67
student488@mycsu.edu,First488,Last488,DATA200,A,68
student489@mycsu.edu,First489,Last489,DATA200,A,69
student490@mycsu.edu,First490,Last490,DATA200,A,70
student491@mycsu.edu,First491,Last491,DATA200,A,71
student492@mycsu.edu,First492,Last492,DATA200,A,72
student493@mycsu.edu,First493,Last493,DATA200,A,73
student494@mycsu.edu,First494,Last494,DATA200,A,74
student495@mycsu.edu,First495,Last495,DATA200,A,75
student496@mycsu.edu,First496,Last496,DATA200,A,76
student497@mycsu.edu,First497,Last497,DATA200,A,77
student498@mycsu.edu,First498,Last498,DATA200,A,78
student499@mycsu.edu,First499,Last499,DATA200,A,79
student500@mycsu.edu,First500,Last500,DATA200,A,80
student501@mycsu.edu,First501,Last501,DATA200,A,81
student502@mycsu.edu,First502,Last502,DATA200,A,82
student503@mycsu.edu,First503,Last503,DATA200,A,83
student504@mycsu.edu,First504,Last504,DATA200,A,84
student505@mycsu.edu,First505,Last505,DATA200,A,85
student506@mycsu.edu,First506,Last506,DATA200,A,86
student507@mycsu.edu,First507,Last507,DATA200,A,87
student508@mycsu.edu,First508,Last508,DATA200,A,88
student509@mycsu.edu,First509,Last509,DATA200,A,89
student510@mycsu.edu,First510,Last510,DATA200,A,90
student511@mycsu.edu,First511,Last511,DATA200,A,91
student512@mycsu.edu,First512,Last512,DATA200,A,92
student513@mycsu.edu,First513,Last513,DATA200,A,93
student514@mycsu.edu,First514,Last514,DATA200,A,94
student515@mycsu.edu,First515,Last515,DATA200,A,95
